,description,type,id,ontology_type,orthodb_id,name,count,obsolete_term,ancestor_terms
4516,nucleolus,GeneOntology,GO:0005730,cellular_component,463071at33208,GO:0005730,57.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
4517,nucleus,GeneOntology,GO:0005634,cellular_component,463071at33208,GO:0005634,57.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4518,WD40/YVTN repeat-like-containing domain superfamily,interpro,IPR015943,interpro_domains,463071at33208,IPR015943,124.0,,
4519,WD40-repeat-containing domain superfamily,interpro,IPR036322,interpro_domains,463071at33208,IPR036322,123.0,,
4520,WD40 repeat,interpro,IPR001680,interpro_domains,463071at33208,IPR001680,117.0,,
4521,WD40-repeat-containing domain,interpro,IPR017986,interpro_domains,463071at33208,IPR017986,69.0,,
4522,"D: Cell cycle control, cell division, chromosome partitioning",text,D,functional_category,464204at33208,,,,
4523,T: Signal transduction mechanisms,text,T,functional_category,464204at33208,,,,
4524,P: Inorganic ion transport and metabolism,text,P,functional_category,464204at33208,,,,
4525,ubiquitin binding,GeneOntology,GO:0043130,molecular_function,464204at33208,GO:0043130,175.0,False,"GO:0032182,GO:0005515,GO:0043130,GO:0005488,GO:0003674"
4526,phosphatidylinositol-3-phosphate binding,GeneOntology,GO:0032266,molecular_function,464204at33208,GO:0032266,154.0,False,"GO:1901981,GO:0035091,GO:0008289,GO:0032266,GO:0005488,GO:0005543,GO:0003674"
4527,Vacuolar protein sorting protein 36,interpro,IPR037855,interpro_domains,464204at33208,IPR037855,151.0,,
4528,Winged helix DNA-binding domain superfamily,interpro,IPR036390,interpro_domains,464204at33208,IPR036390,149.0,,
4529,Winged helix-like DNA-binding domain superfamily,interpro,IPR036388,interpro_domains,464204at33208,IPR036388,148.0,,
4530,"Vacuolar protein sorting protein 36, GLUE domain",interpro,IPR021648,interpro_domains,464204at33208,IPR021648,141.0,,
4531,PH-like domain superfamily,interpro,IPR011993,interpro_domains,464204at33208,IPR011993,140.0,,
4532,endosome transport via multivesicular body sorting pathway,GeneOntology,GO:0032509,biological_process,464204at33208,GO:0032509,165.0,False,"GO:0008150,GO:0046907,GO:0110165,GO:0005575,GO:0006810,GO:0005622,GO:0009987,GO:0051234,GO:0051179,GO:0051641,GO:0016192,GO:0032509,GO:0071985,GO:0016197,GO:0051649"
4533,ESCRT II complex,GeneOntology,GO:0000814,cellular_component,464204at33208,GO:0000814,172.0,False,"GO:0036452,GO:0043229,GO:0000814,GO:0110165,GO:0043226,GO:0005575,GO:0031090,GO:0005622,GO:0043227,GO:0098796,GO:0030659,GO:0005768,GO:0005737,GO:0012506,GO:0043231,GO:0098588,GO:0016020,GO:0012505,GO:0031410,GO:0031982,GO:0032991,GO:0010008,GO:0097708"
4534,chromatin remodeling,GeneOntology,GO:0006338,biological_process,464243at33208,GO:0006338,136.0,False,"GO:0008150,GO:0006338,GO:0016043,GO:0071840,GO:0006325,GO:0009987"
4535,Ino80 complex,GeneOntology,GO:0031011,cellular_component,464243at33208,GO:0031011,137.0,False,"GO:0043229,GO:1902494,GO:0043233,GO:0043232,GO:0000228,GO:0005694,GO:0110165,GO:0043226,GO:0000785,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:1904949,GO:0140513,GO:0097346,GO:0070013,GO:0043231,GO:0031981,GO:0032991,GO:0031011,GO:0070603,GO:0031974"
4536,"INO80 complex, subunit Ies2",interpro,IPR029523,interpro_domains,464243at33208,IPR029523,116.0,,
4537,INO80 complex subunit B-like conserved region,interpro,IPR006880,interpro_domains,464243at33208,IPR006880,114.0,,
4538,"Zinc finger, HIT-type",interpro,IPR007529,interpro_domains,464243at33208,IPR007529,111.0,,
4539,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,464286at33208,,,,
4540,T: Signal transduction mechanisms,text,T,functional_category,464286at33208,,,,
4541,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,464286at33208,,,,
4542,,GeneOntology,GO:0006888,unclassified GO terms,464286at33208,GO:0006888,52.0,False,"GO:0008150,GO:0046907,GO:0110165,GO:0005575,GO:0006810,GO:0005622,GO:0009987,GO:0006888,GO:0051234,GO:0016192,GO:0051641,GO:0051179,GO:0005737,GO:0051649,GO:0048193"
4543,,GeneOntology,GO:0000776,unclassified GO terms,464286at33208,GO:0000776,52.0,False,"GO:0043229,GO:0099080,GO:0000779,GO:0043232,GO:0005694,GO:0000776,GO:0000775,GO:0110165,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0000793,GO:0098687"
4544,,GeneOntology,GO:0051259,unclassified GO terms,464286at33208,GO:0051259,52.0,False,"GO:0008150,GO:0043933,GO:0044085,GO:0065003,GO:0022607,GO:0016043,GO:0071840,GO:0009987,GO:0051259"
4545,Tetratricopeptide-like helical domain superfamily,interpro,IPR011990,interpro_domains,464286at33208,IPR011990,110.0,,
4546,Tetratricopeptide repeat-containing domain,interpro,IPR013026,interpro_domains,464286at33208,IPR013026,108.0,,
4547,Tetratricopeptide repeat,interpro,IPR019734,interpro_domains,464286at33208,IPR019734,105.0,,
4548,regulation of kinetochore assembly,GeneOntology,GO:0090234,biological_process,464286at33208,GO:0090234,52.0,False,"GO:0070925,GO:0090234,GO:0033044,GO:0033043,GO:0022607,GO:0090230,GO:1902115,GO:0034508,GO:0044085,GO:0050794,GO:0044087,GO:0051383,GO:0140694,GO:0051128,GO:0065007,GO:0008150,GO:0043933,GO:0065003,GO:0065004,GO:0043254,GO:0051382,GO:0006996,GO:0009987,GO:0051276,GO:0016043,GO:0071840,GO:0071824,GO:0050789"
4549,Golgi organization,GeneOntology,GO:0007030,biological_process,464286at33208,GO:0007030,52.0,False,"GO:0008150,GO:0007030,GO:0016043,GO:0071840,GO:0006996,GO:0009987,GO:0010256"
4550,metaphase plate congression,GeneOntology,GO:0051310,biological_process,464286at33208,GO:0051310,52.0,False,"GO:0008150,GO:0022402,GO:0007059,GO:0009987,GO:0007049,GO:0051310,GO:0051640,GO:0051179,GO:0051234,GO:0051641,GO:0050000,GO:0098813,GO:0051649,GO:0051303,GO:0051656"
4551,positive regulation of protein localization to kinetochore,GeneOntology,GO:1905342,biological_process,464286at33208,GO:1905342,52.0,False,"GO:0060341,GO:0065007,GO:0008150,GO:1905342,GO:0070727,GO:1905340,GO:0032880,GO:0008104,GO:0048518,GO:0009987,GO:1903829,GO:0051179,GO:0050794,GO:0032879,GO:0051641,GO:0048522,GO:0034501,GO:0033036,GO:0033365,GO:1903083,GO:0050789,GO:0071459,GO:0034502"
4552,TRAPP complex,GeneOntology,GO:0030008,cellular_component,464286at33208,GO:0030008,52.0,False,"GO:0030008,GO:0140535,GO:0032991,GO:0099023,GO:0005575"
4553,perinuclear region of cytoplasm,GeneOntology,GO:0048471,cellular_component,464286at33208,GO:0048471,52.0,False,"GO:0048471,GO:0005737,GO:0110165,GO:0005575,GO:0005622"
4554,endoplasmic reticulum-Golgi intermediate compartment,GeneOntology,GO:0005793,cellular_component,464286at33208,GO:0005793,52.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0005793,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
4555,nucleus,GeneOntology,GO:0005634,cellular_component,464286at33208,GO:0005634,52.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4556,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,464312at33208,,,,
4557,K: Transcription,text,K,functional_category,464312at33208,,,,
4558,T: Signal transduction mechanisms,text,T,functional_category,464312at33208,,,,
4559,V: Defense mechanisms,text,V,functional_category,464312at33208,,,,
4560,metalloendopeptidase activity,GeneOntology,GO:0004222,molecular_function,464312at33208,GO:0004222,140.0,False,"GO:0140096,GO:0003824,GO:0004175,GO:0008233,GO:0004222,GO:0003674,GO:0016787,GO:0008237"
4561,Membrane-bound transcription factor site-2 protease,interpro,IPR001193,interpro_domains,464312at33208,IPR001193,130.0,,
4562,Peptidase M50,interpro,IPR008915,interpro_domains,464312at33208,IPR008915,128.0,,
4563,PDZ superfamily,interpro,IPR036034,interpro_domains,464312at33208,IPR036034,83.0,,
4564,proteolysis,GeneOntology,GO:0006508,biological_process,464312at33208,GO:0006508,140.0,False,"GO:0043170,GO:0019538,GO:0008150,GO:0006807,GO:0008152,GO:0006508,GO:1901564,GO:0044238,GO:0071704"
4565,membrane,GeneOntology,GO:0016020,cellular_component,464312at33208,GO:0016020,140.0,False,"GO:0016020,GO:0110165,GO:0005575"
4566,integral component of membrane,GeneOntology,GO:0016021,cellular_component,464312at33208,GO:0016021,133.0,False,"GO:0016020,GO:0110165,GO:0005575"
4567,,GeneOntology,GO:0008168,unclassified GO terms,464987at33208,GO:0008168,168.0,False,"GO:0003824,GO:0008168,GO:0016740,GO:0016741,GO:0003674"
4568,"tRNA (guanine-N1-)-methyltransferase, N-terminal",interpro,IPR029026,interpro_domains,464987at33208,IPR029026,160.0,,
4569,"Ribosomal biogenesis, methyltransferase, EMG1/NEP1",interpro,IPR005304,interpro_domains,464987at33208,IPR005304,160.0,,
4570,Alpha/beta knot methyltransferases,interpro,IPR029028,interpro_domains,464987at33208,IPR029028,160.0,,
4571,methylation,GeneOntology,GO:0032259,biological_process,464987at33208,GO:0032259,143.0,False,"GO:0008150,GO:0008152,GO:0032259"
4572,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,464987at33208,,,,
4573,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,464987at33208,,,,
4574,E: Amino acid transport and metabolism,text,E,functional_category,464987at33208,,,,
4575,K: Transcription,text,K,functional_category,465092at33208,,,,
4576,T: Signal transduction mechanisms,text,T,functional_category,465092at33208,,,,
4577,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,465092at33208,,,,
4578,E: Amino acid transport and metabolism,text,E,functional_category,465092at33208,,,,
4579,nucleus,GeneOntology,GO:0005634,cellular_component,465092at33208,GO:0005634,127.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4580,Cyclin-like,interpro,IPR013763,interpro_domains,465092at33208,IPR013763,153.0,,
4581,Cyclin-like superfamily,interpro,IPR036915,interpro_domains,465092at33208,IPR036915,153.0,,
4582,"Cyclin, N-terminal",interpro,IPR006671,interpro_domains,465092at33208,IPR006671,147.0,,
4583,"Cyclin, C-terminal domain",interpro,IPR004367,interpro_domains,465092at33208,IPR004367,103.0,,
4584,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,465401at33208,,,,
4585,galactosyltransferase activity,GeneOntology,GO:0008378,molecular_function,465401at33208,GO:0008378,144.0,False,"GO:0016757,GO:0016758,GO:0003824,GO:0008378,GO:0016740,GO:0003674"
4586,transferase activity,GeneOntology,GO:0016740,molecular_function,465401at33208,GO:0016740,136.0,False,"GO:0003824,GO:0016740,GO:0003674"
4587,,GeneOntology,GO:0016757,unclassified GO terms,465401at33208,GO:0016757,137.0,False,"GO:0016757,GO:0003824,GO:0016740,GO:0003674"
4588,"Glycosyl transferase, family 31",interpro,IPR002659,interpro_domains,465401at33208,IPR002659,136.0,,
4589,protein glycosylation,GeneOntology,GO:0006486,biological_process,465401at33208,GO:0006486,144.0,False,"GO:0019538,GO:0008150,GO:0036211,GO:0009101,GO:0009100,GO:0008152,GO:0006486,GO:1901576,GO:1901135,GO:1901564,GO:0009059,GO:1901137,GO:0009058,GO:1901566,GO:0044238,GO:0043413,GO:0043412,GO:0043170,GO:0070085,GO:0006807,GO:0071704"
4590,membrane,GeneOntology,GO:0016020,cellular_component,465401at33208,GO:0016020,145.0,False,"GO:0016020,GO:0110165,GO:0005575"
4591,integral component of membrane,GeneOntology,GO:0016021,cellular_component,465401at33208,GO:0016021,141.0,False,"GO:0016020,GO:0110165,GO:0005575"
4592,Golgi membrane,GeneOntology,GO:0000139,cellular_component,465401at33208,GO:0000139,137.0,False,"GO:0043229,GO:0000139,GO:0005794,GO:0043226,GO:0110165,GO:0031090,GO:0005575,GO:0005622,GO:0043227,GO:0005737,GO:0098588,GO:0043231,GO:0016020,GO:0012505"
4593,Golgi apparatus,GeneOntology,GO:0005794,cellular_component,465401at33208,GO:0005794,136.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0012505,GO:0005794,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
4594,snRNA processing,GeneOntology,GO:0016180,biological_process,465512at33208,GO:0016180,176.0,False,"GO:0090304,GO:0008150,GO:0034470,GO:1901360,GO:0034660,GO:0008152,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016180,GO:0016070,GO:0016073,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
4595,integrator complex,GeneOntology,GO:0032039,cellular_component,465512at33208,GO:0032039,185.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0032991,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0032039"
4596,Integrator complex subunit 2,interpro,IPR029321,interpro_domains,465512at33208,IPR029321,142.0,,
4597,"Integrator complex subunit 2, metazoa",interpro,IPR026236,interpro_domains,465512at33208,IPR026236,132.0,,
4598,nuclease activity,GeneOntology,GO:0004518,molecular_function,465651at33208,GO:0004518,142.0,False,"GO:0016788,GO:0003824,GO:0004518,GO:0003674,GO:0016787"
4599,3'-5'-exoribonuclease activity,GeneOntology,GO:0000175,molecular_function,465651at33208,GO:0000175,122.0,False,"GO:0016788,GO:1901360,GO:0004540,GO:0044238,GO:0044237,GO:0003674,GO:0043170,GO:0046483,GO:0016070,GO:0003824,GO:0004518,GO:0034641,GO:0140098,GO:0016796,GO:0016896,GO:0090304,GO:0090503,GO:0090305,GO:0008150,GO:0090501,GO:0008152,GO:0006139,GO:0009987,GO:0004532,GO:0006725,GO:0008408,GO:0000175,GO:0004527,GO:0006807,GO:0071704,GO:0016787,GO:0140640"
4600,hydrolase activity,GeneOntology,GO:0016787,molecular_function,465651at33208,GO:0016787,105.0,False,"GO:0003824,GO:0003674,GO:0016787"
4601,"poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends",GeneOntology,GO:1990838,molecular_function,465651at33208,GO:1990838,105.0,False,"GO:0016788,GO:1901360,GO:0004540,GO:0044238,GO:0044237,GO:0003674,GO:0043170,GO:0046483,GO:0016070,GO:0003824,GO:0004518,GO:0034641,GO:0140098,GO:0016796,GO:0016896,GO:0090304,GO:0008150,GO:0090503,GO:0090305,GO:0090501,GO:0008152,GO:0006139,GO:0009987,GO:0004532,GO:0006725,GO:0008408,GO:0000175,GO:0006807,GO:0004527,GO:1990838,GO:0071704,GO:0140640,GO:0016787"
4602,,GeneOntology,GO:0008380,unclassified GO terms,465651at33208,GO:0008380,80.0,False,"GO:0090304,GO:0008150,GO:0008380,GO:1901360,GO:0008152,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
4603,U6 snRNA phosphodiesterase Usb1,interpro,IPR027521,interpro_domains,465651at33208,IPR027521,126.0,,
4604,Cyclic phosphodiesterase,interpro,IPR009097,interpro_domains,465651at33208,IPR009097,77.0,,
4605,U6 snRNA 3'-end processing,GeneOntology,GO:0034477,biological_process,465651at33208,GO:0034477,154.0,False,"GO:0090304,GO:0008150,GO:0034470,GO:1901360,GO:0034660,GO:0008152,GO:0034472,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0016180,GO:0006807,GO:0016073,GO:0031123,GO:0010467,GO:0034477,GO:0034641,GO:0071704"
4606,nucleic acid phosphodiester bond hydrolysis,GeneOntology,GO:0090305,biological_process,465651at33208,GO:0090305,129.0,False,"GO:0090304,GO:0090305,GO:0008150,GO:1901360,GO:0008152,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0006807,GO:0034641,GO:0071704"
4607,"RNA phosphodiester bond hydrolysis, exonucleolytic",GeneOntology,GO:0090503,biological_process,465651at33208,GO:0090503,108.0,False,"GO:0090304,GO:0090503,GO:0008150,GO:0090305,GO:1901360,GO:0090501,GO:0008152,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
4608,nucleus,GeneOntology,GO:0005634,cellular_component,465651at33208,GO:0005634,123.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4609,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,465703at33208,,,,
4610,T: Signal transduction mechanisms,text,T,functional_category,465703at33208,,,,
4611,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,465703at33208,,,,
4612,ER membrane protein complex,GeneOntology,GO:0072546,cellular_component,465703at33208,GO:0072546,72.0,False,"GO:0043229,GO:0005783,GO:0110165,GO:0043226,GO:0031090,GO:0005575,GO:0005622,GO:0043227,GO:0005789,GO:0098796,GO:0005737,GO:0043231,GO:0042175,GO:0016020,GO:0072546,GO:0012505,GO:0032991,GO:0140534,GO:0098827,GO:0031984"
4613,Tetratricopeptide-like helical domain superfamily,interpro,IPR011990,interpro_domains,465703at33208,IPR011990,209.0,,
4614,Tetratricopeptide repeat-containing domain,interpro,IPR013026,interpro_domains,465703at33208,IPR013026,207.0,,
4615,Tetratricopeptide repeat,interpro,IPR019734,interpro_domains,465703at33208,IPR019734,155.0,,
4616,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,465933at33208,,,,
4617,F: Nucleotide transport and metabolism,text,F,functional_category,465933at33208,,,,
4618,T: Signal transduction mechanisms,text,T,functional_category,465933at33208,,,,
4619,coenzyme binding,GeneOntology,GO:0050662,molecular_function,465933at33208,GO:0050662,108.0,True,
4620,catalytic activity,GeneOntology,GO:0003824,molecular_function,465933at33208,GO:0003824,108.0,False,"GO:0003824,GO:0003674"
4621,NAD(P)-binding domain superfamily,interpro,IPR036291,interpro_domains,465933at33208,IPR036291,161.0,,
4622,NAD-dependent epimerase/dehydratase,interpro,IPR001509,interpro_domains,465933at33208,IPR001509,96.0,,
4623,repressing transcription factor binding,GeneOntology,GO:0070491,molecular_function,466616at33208,GO:0070491,63.0,False,"GO:0005515,GO:0008134,GO:0005488,GO:0140297,GO:0003674"
4624,histone binding,GeneOntology,GO:0042393,molecular_function,466616at33208,GO:0042393,63.0,False,"GO:0005515,GO:0042393,GO:0005488,GO:0003674"
4625,,GeneOntology,GO:0003714,unclassified GO terms,466616at33208,GO:0003714,63.0,False,"GO:0051172,GO:0051171,GO:0048519,GO:0044238,GO:0044237,GO:1902679,GO:0050794,GO:0045892,GO:0140110,GO:0065007,GO:0090304,GO:0008150,GO:2001141,GO:0008152,GO:0048523,GO:0044249,GO:0045934,GO:0009889,GO:0006139,GO:0006725,GO:0051253,GO:0006807,GO:0051252,GO:0010468,GO:0010467,GO:0034654,GO:0097659,GO:0019438,GO:0019219,GO:1901360,GO:1901362,GO:0009892,GO:0009890,GO:0009059,GO:0009058,GO:1903506,GO:1903507,GO:0003674,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0010556,GO:0019222,GO:0010558,GO:0034641,GO:0060255,GO:0006351,GO:1901576,GO:0006355,GO:0009987,GO:0031327,GO:0003712,GO:0044271,GO:0003714,GO:0010605,GO:0032774,GO:0050789,GO:0071704,GO:0080090,GO:0031326,GO:0031323,GO:0031324"
4626,,GeneOntology,GO:0000122,unclassified GO terms,466616at33208,GO:0000122,63.0,False,"GO:0051172,GO:0006366,GO:0051171,GO:0048519,GO:0044238,GO:0044237,GO:1902679,GO:0050794,GO:0045892,GO:0090304,GO:0065007,GO:0008150,GO:2001141,GO:0008152,GO:0048523,GO:0044249,GO:0045934,GO:0006139,GO:0009889,GO:0006725,GO:0051253,GO:0006807,GO:0051252,GO:0010468,GO:0034654,GO:0010467,GO:0097659,GO:0019438,GO:0019219,GO:1901360,GO:0009892,GO:1901362,GO:0009890,GO:0009059,GO:0009058,GO:1903506,GO:1903507,GO:0000122,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0010556,GO:0019222,GO:0010558,GO:0034641,GO:0060255,GO:0006351,GO:1901576,GO:0006355,GO:0009987,GO:0006357,GO:0031327,GO:0044271,GO:0010605,GO:0032774,GO:0031326,GO:0080090,GO:0050789,GO:0071704,GO:0031323,GO:0031324"
